AEP_SI,BP_SI,BSAC_SI,CHTR_SI,CMCSA_SI,GOOG_SI,HON_SI,HSBC_SI,MCD_SI,MMM_SI,NEE_SI,PM_SI,UNH_SI,UPS_SI,XOM_SI,DATE,DJI_SI,VIX_SI,GSPC_SI,CLF_SI,GCF_SI,TNX_SI
2013900,5844100,444600,596800,49951600,129451404,2906743,2254800,7762000,2570900,5094400,4642200,6023900,3416900,14162100,2012-06-12,81.18000030517578,1594.0999755859375,12412.0703125,1309.4000244140625,1.6100000143051147,23.149999618530273
2125300,5594500,244140,1072700,28050000,78460993,3148097,2249800,8838500,2661900,5198000,4648300,6373600,2298500,15098100,2012-06-13,83.51000213623047,1608.199951171875,12566.3798828125,1324.02001953125,1.6799999475479126,22.93000030517578
3144600,10254000,340860,414500,30858200,94147570,4488920,2382400,7646300,3334900,7635600,4914600,6649800,3693200,16942300,2012-06-14,82.44000244140625,1621.199951171875,12497.8896484375,1314.8800048828125,1.6109999418258667,24.190000534057617
4291200,7102900,949520,439600,42027800,120497969,5234906,2362700,9516800,4696100,8080800,8794800,9021000,4579600,27342800,2012-06-15,84.33000183105469,1624.300048828125,12652.2099609375,1329.18994140625,1.5989999771118164,22.469999313354492
2457500,4552900,431600,362900,24327400,100250360,2356694,1654100,6343400,2950600,5496000,4128500,9718000,3083500,13885100,2012-06-18,85.08999633789062,1622.5999755859375,12767.01953125,1342.4200439453125,1.5670000314712524,21.760000228881836
3358700,6269700,420160,656300,26773000,83359284,3340153,2667400,7601600,3212500,5930000,4908700,8602400,2814500,21053300,2012-06-19,83.05999755859375,1629.800048828125,12744.6201171875,1344.8299560546875,1.5820000171661377,17.65999984741211
2629700,4938300,490360,637200,30724400,94219840,3635946,2225600,7917500,3446800,6433600,4612600,4344500,2577100,23274300,2012-06-20,84.04000091552734,1618.300048828125,12837.099609375,1358.0400390625,1.6449999809265137,17.959999084472656
2964900,10639600,581880,253700,28524400,80753554,4304207,1824700,5762200,3722800,6750800,9160700,5320500,3709400,33751900,2012-06-21,81.08000183105469,1603.199951171875,12823.099609375,1355.4300537109375,1.6349999904632568,16.889999389648438
2147300,4681500,235820,982700,36556000,89450029,3577836,1635300,5325400,3026000,5597200,7178700,7494300,3830200,84747800,2012-06-22,78.11000061035156,1565.5,12574.8203125,1325.9200439453125,1.6430000066757202,18.649999618530273
2163400,4565500,178100,522800,23200400,63501129,4910478,2007700,4524400,2908900,5384800,5044400,6884400,2557400,28761600,2012-06-25,80.19999694824219,1574.9000244140625,12639.7998046875,1334.9000244140625,1.625,20.469999313354492
1847600,6097900,251680,345800,20789200,54210435,5217389,1479200,4488500,2389100,7648800,4600100,7458200,2309900,22853700,2012-06-26,79.2300033569336,1583.5,12503.5703125,1314.0899658203125,1.6130000352859497,20.010000228881836
1773100,5403500,439920,544800,28032200,67945726,3440534,1912100,5940300,2887800,4852400,4641300,7088700,1942600,15301400,2012-06-27,79.47000122070312,1567.0,12532.9296875,1320.7099609375,1.6330000162124634,19.549999237060547
1854400,4138900,222560,263000,24581000,77124000,6908759,3203700,4922600,3267100,4417600,4093200,25319900,2512300,19140300,2012-06-28,80.4800033569336,1573.699951171875,12626.25,1331.52001953125,1.5950000286102295,20.329999923706055
3527700,10574200,292500,693500,32279800,101157748,5108932,2081300,6364700,4629400,6467200,6269100,11121700,4822400,24906300,2012-06-29,78.45999908447266,1562.5999755859375,12604.599609375,1330.1199951171875,1.6430000066757202,17.520000457763672
5012200,5062100,322660,710800,23515800,66468209,4505179,1598200,5088100,2289700,6456000,4728400,12997500,3584100,14447800,2012-07-02,84.6500015258789,1597.0999755859375,12879.7099609375,1362.3299560546875,1.6430000066757202,17.6200008392334
3970500,4142300,219960,141100,16062800,47758342,2526932,821700,4597000,1410400,3207600,2487200,8460200,2817400,9787700,2012-07-03,83.66999816894531,1603.800048828125,12868.0595703125,1365.75,1.5880000591278076,16.670000076293945
3936000,4119600,445900,244600,19587800,94187720,2908526,1534700,5794300,1924800,4595200,3772700,6937800,3660800,10797100,2012-07-05,87.75,1618.5,12941.849609375,1373.719970703125,1.6239999532699585,17.610000610351562
2656700,5688100,293800,140600,20746600,86796118,3175789,1408700,4533200,2192900,3382000,3780700,4458600,3014400,13259400,2012-07-06,86.7300033569336,1592.300048828125,12889.400390625,1367.0899658203125,1.5880000591278076,18.200000762939453
2341100,3067600,185900,232000,21312600,68861145,3004816,2131300,3785000,2600900,6914800,5976200,4241500,2357600,22361600,2012-07-09,84.19999694824219,1582.0999755859375,12772.01953125,1354.6600341796875,1.5240000486373901,18.170000076293945
3246000,4031300,285480,533700,25600600,77212330,5627619,1354200,6615500,3356800,4722800,4399100,5662700,3230600,14106100,2012-07-10,85.83999633789062,1599.199951171875,12733.8701171875,1352.9599609375,1.524999976158142,17.510000228881836
2776000,4353800,341120,407500,28138600,140496649,3974325,1519000,6230300,4208600,5746800,4618800,5316400,3768800,18337600,2012-07-11,84.01000213623047,1577.4000244140625,12653.0400390625,1341.4000244140625,1.5080000162124634,17.979999542236328
2975800,6874600,187720,472700,35502200,92738308,3930165,1528400,11741900,4938300,5075600,4797900,6079200,3637000,15566400,2012-07-12,86.19999694824219,1569.300048828125,12602.7099609375,1341.2900390625,1.4910000562667847,18.81999969482422
2295500,6472100,98800,236800,20931000,79336261,3374138,1343000,6163500,2599300,5753600,3507600,5053000,3462400,13642000,2012-07-13,85.86000061035156,1567.800048828125,12573.73046875,1334.81005859375,1.4830000400543213,17.780000686645508
2622900,6676000,72800,154300,20002000,58723287,3045933,1072200,3601300,2848100,5902000,4117800,3170100,2634100,11269200,2012-07-16,87.12999725341797,1586.199951171875,12776.330078125,1356.5,1.4769999980926514,17.309999465942383
2549600,7844400,169520,292100,26720000,67455897,3618324,2181200,3753800,3078500,6478800,4634100,6180000,2981500,14059400,2012-07-17,88.26000213623047,1596.0,12728.73046875,1353.6800537109375,1.4889999628067017,16.719999313354492
2429900,4876900,235040,347500,22596200,62160121,8803407,3411300,5962700,4273300,7725600,5162400,5090200,3722000,14203500,2012-07-18,89.12999725341797,1581.199951171875,12796.98046875,1363.5799560546875,1.4809999465942383,16.809999465942383
2908300,4746700,343980,518300,22644000,187688877,6117355,2072100,7430800,3355100,6351600,6410400,16696600,3199200,14902300,2012-07-19,90.08000183105469,1580.0,12909.6103515625,1373.010009765625,1.5130000114440918,16.059999465942383
3320500,5019700,188500,293600,24765600,259517101,3737585,4245600,7269800,3024800,5035600,6255300,8367300,4664000,16838300,2012-07-20,92.22000122070312,1583.9000244140625,12942.6796875,1376.510009765625,1.4739999771118164,16.649999618530273
2296800,5163500,199420,458200,28306800,143002005,3700454,3783900,12127900,2434800,3734000,4037100,6037000,4214400,13597800,2012-07-23,91.61000061035156,1571.699951171875,12820.4501953125,1362.3399658203125,1.4040000438690186,20.40999984741211
2746800,5014600,256880,271500,27283000,80677269,3528537,3085000,7036800,2850400,4598000,4915000,7561100,12643000,13948300,2012-07-24,88.05000305175781,1574.0,12720.9296875,1350.52001953125,1.440000057220459,18.3799991607666
2612400,5229000,135200,546300,17312600,73193322,3144951,1657800,4262200,3541200,5471600,4566700,19603900,4243700,16566000,2012-07-25,88.19999694824219,1583.699951171875,12617.76953125,1338.3499755859375,1.4279999732971191,19.790000915527344
2510200,6500600,540800,687200,34995600,67660662,3229598,3919600,4517500,4759400,7777600,5348600,10510600,4626400,19149300,2012-07-26,89.0999984741211,1614.9000244140625,12680.58984375,1338.1700439453125,1.4259999990463257,17.68000030517578
2788700,7428000,526240,516900,30188000,142520206,3775136,5113200,5932500,3915400,7590000,6680300,8569900,3446900,24079300,2012-07-27,89.43000030517578,1613.4000244140625,12888.91015625,1360.050048828125,1.4709999561309814,17.110000610351562
1839600,5252100,465920,726300,19392600,87795852,3279421,2208700,4431600,2714900,5693200,4151500,4405400,2770100,11183500,2012-07-30,90.13999938964844,1622.9000244140625,13075.349609375,1385.93994140625,1.5410000085830688,17.549999237060547
3149600,13357300,1182480,529400,39017400,74903709,3108344,1753900,4596900,2720200,7999200,5541000,9879500,2815200,12212200,2012-07-31,89.66999816894531,1621.0999755859375,13071.7197265625,1385.27001953125,1.4780000448226929,18.399999618530273
2934700,8788900,571740,474500,44311800,74060561,3768843,1851200,4133600,2149700,8181200,3362100,7617600,3493000,14312300,2012-08-01,88.02999877929688,1613.4000244140625,13007.4697265625,1379.3199462890625,1.4919999837875366,18.799999237060547
3140200,6492900,958620,547400,47853000,79404516,3345083,2110400,4332700,2949800,5366800,3962700,7320500,3111800,14530100,2012-08-02,88.87000274658203,1600.0,12969.7001953125,1375.1300048828125,1.5460000038146973,19.049999237060547
2103000,6103400,788320,526900,42909600,76168432,2899191,2222000,4873000,2713500,4294400,4123300,6408000,2844400,13982500,2012-08-03,87.26000213623047,1589.300048828125,12884.8203125,1365.449951171875,1.5119999647140503,16.049999237060547
1755100,4371700,334880,718700,24880200,71563235,2156666,2235100,3490200,1858500,4401600,4546100,4982600,2104600,9626400,2012-08-06,91.33999633789062,1604.699951171875,13099.8798828125,1391.0400390625,1.5579999685287476,15.850000381469727
5469100,8851300,486200,1824400,37383200,79569131,4104599,1391100,5341900,1764800,5441200,4299500,6590800,2156600,12399800,2012-08-07,92.05000305175781,1610.800048828125,13118.650390625,1394.4599609375,1.5959999561309814,15.550000190734863
5003400,4899700,433940,730300,26706800,53086237,2883981,1401500,14424800,2022300,4366400,3403700,5718000,2261400,12864500,2012-08-08,93.41000366210938,1610.199951171875,13158.099609375,1401.22998046875,1.621000051498413,16.459999084472656
6701900,4882600,462020,2376000,23464000,42972470,1986743,1100000,6023500,1834900,5555600,2807700,4890700,2868400,12213700,2012-08-09,93.43000030517578,1612.800048828125,13174.73046875,1402.260009765625,1.6929999589920044,15.390000343322754
4505700,3167000,559000,726700,15794400,57599089,1913843,1561300,5747400,1755100,5038400,2640000,5381700,2222600,11149000,2012-08-10,93.45999908447266,1615.800048828125,13163.150390625,1402.5799560546875,1.6449999809265137,15.34000015258789
3063300,2543100,263380,843500,23133800,131205956,1825525,995300,4308100,2075400,5000000,2418100,4259900,1624000,8716300,2012-08-13,93.25,1622.0,13204.9296875,1405.8699951171875,1.6610000133514404,14.09000015258789
4242300,4281300,314860,1486900,24929000,147016998,2018735,1205000,3828200,1843500,5267200,4051500,3460200,2197300,8675700,2012-08-14,92.70999908447266,1612.800048828125,13168.1103515625,1404.3599853515625,1.684999942779541,13.90999984741211
2307300,3113300,417820,612400,21220400,96789436,1788289,1620600,4346200,1983400,4418400,4163600,4647300,2349200,8510100,2012-08-15,93.25,1593.800048828125,13157.4697265625,1403.8900146484375,1.7769999504089355,14.819999694824219
2638700,3499600,673920,640600,20386200,68965534,2787482,1302200,5568000,3395200,5934000,4595400,5598900,2153200,11311300,2012-08-16,94.20999908447266,1600.199951171875,13163.240234375,1405.5699462890625,1.812000036239624,14.880000114440918
2082100,3593200,551980,462400,21207200,87434502,3569550,890000,6704300,3069600,5549600,4161600,4653600,1746300,11177700,2012-08-17,95.2300033569336,1617.800048828125,13251.2001953125,1415.8399658203125,1.8229999542236328,14.229999542236328
1986500,2431300,170300,285400,16049000,70587592,2343373,1266400,4823500,1639500,5882000,2919500,4930500,2186100,8813700,2012-08-20,96.36000061035156,1614.0,13274.580078125,1417.8499755859375,1.8350000381469727,14.109999656677246
2210700,3706400,189540,299300,23927800,89221174,2581895,1470200,4414200,2302800,6080400,3779700,5323300,2732700,10767100,2012-08-21,95.97000122070312,1620.0,13272.099609375,1418.1300048828125,1.8370000123977661,14.100000381469727
1548700,3425100,315120,284900,22521000,76654246,2286941,1081900,4269000,2464000,6112400,3905800,5367100,2142500,10160400,2012-08-22,96.94000244140625,1638.4000244140625,13198.3095703125,1413.0899658203125,1.7690000534057617,15.319999694824219
2709000,2983600,325520,587900,15388200,71635505,1865174,1073100,3005900,1823500,6379600,6914900,4450300,2312100,9666300,2012-08-23,97.30000305175781,1659.9000244140625,13171.3701171875,1413.489990234375,1.7020000219345093,15.0
2111000,3388300,197860,324900,28076800,57277890,3242290,1128700,3508000,1945800,3794800,5397900,4143200,2253000,9762300,2012-08-24,96.05999755859375,1665.800048828125,13052.8203125,1401.989990234375,1.6490000486373901,15.989999771118164
2271500,2608000,122720,151100,17535600,104939872,1883320,697900,4313800,1880000,6421600,2943300,4773600,1893300,8252100,2012-08-27,96.66999816894531,1674.9000244140625,13157.740234375,1411.1300048828125,1.6779999732971191,16.149999618530273
1898100,3073800,199160,234300,20083600,82652646,3363334,779200,4428700,1913000,7046400,3094500,4611700,2954300,9646800,2012-08-28,95.66000366210938,1659.9000244140625,13122.740234375,1410.43994140625,1.6349999904632568,16.31999969482422
2025200,2269300,147420,313500,13893400,120060335,2097403,585100,4292200,1736000,6228000,4027700,4611900,2829800,8377300,2012-08-29,96.08000183105469,1667.199951171875,13103.4599609375,1409.3199462890625,1.6399999856948853,16.610000610351562
1693200,2500400,202020,193500,19728800,65319921,2288410,1451400,4567900,1729600,4190800,2666900,5188200,2587000,8915800,2012-08-30,95.30000305175781,1655.4000244140625,13101.2900390625,1410.0799560546875,1.6419999599456787,17.479999542236328
2690000,3425500,244140,210600,24245400,85402916,2876115,1469800,6063800,1917300,4578800,6626500,5070900,2717800,14178800,2012-08-31,94.75,1658.5999755859375,13002.7197265625,1400.0699462890625,1.6440000534057617,17.25
2068800,2319100,386880,301500,23690400,75867307,2961496,850600,4287000,2532300,7054800,3917000,4233900,4513400,10602900,2012-09-04,96.37999725341797,1689.0999755859375,13092.150390625,1406.5400390625,1.565000057220459,18.649999618530273
1588400,8242800,225940,483500,25761000,68584110,2393720,1502700,3597800,2985500,5487200,3766600,4166100,10182200,10113100,2012-09-05,95.61000061035156,1690.4000244140625,13036.08984375,1404.93994140625,1.5720000267028809,17.3799991607666
2058300,4986200,453960,357400,27559000,122196311,3680420,2412400,5925100,3223400,20393200,5497600,3741600,8389000,15713500,2012-09-06,96.0,1696.4000244140625,13045.23046875,1403.739990234375,1.6440000534057617,17.299999237060547
1954900,5598900,522860,388200,20046800,129804723,3086107,2167300,4889600,3215400,9896000,4860000,3732700,4799000,15623900,2012-09-07,94.69999694824219,1696.699951171875,13289.5302734375,1432.1199951171875,1.7259999513626099,15.600000381469727
1560500,6000400,477100,272600,19227600,102783820,3192152,1269500,5008200,6356100,9501200,4862200,5447700,4762600,10750700,2012-09-10,96.23999786376953,1733.0999755859375,13308.5595703125,1437.9200439453125,1.6799999475479126,14.270000457763672
1462100,11676700,1159860,663200,14032200,75232938,3227500,1778100,5595500,2403400,6472800,4193300,6575400,3914900,9349400,2012-09-11,96.29000091552734,1736.0,13254.599609375,1429.1300048828125,1.6759999990463257,16.110000610351562
2308500,4112200,1314040,1048800,26434400,106088160,2705352,1993600,5363400,2409600,7008400,8388100,4834000,3917800,9982900,2012-09-12,96.8499984741211,1742.199951171875,13321.6201171875,1433.56005859375,1.7330000400543213,15.59000015258789
2205100,6488700,1230840,484900,23728200,106758663,4042714,2620900,5666500,2729300,11081200,17534600,6316500,4915600,19870900,2012-09-13,96.93000030517578,1728.699951171875,13329.7099609375,1436.56005859375,1.7350000143051147,15.600000381469727
3515900,8227000,1014000,421800,25266200,105132591,4689997,1966600,6395000,4993000,8156800,19859500,15735800,6255200,21388800,2012-09-14,98.04000091552734,1771.0,13540.400390625,1460.0699462890625,1.8259999752044678,13.819999694824219
1868700,10434300,358280,389700,21152200,60558139,3826428,1124500,5294600,3290300,7310000,18849900,5481600,4361200,11893700,2012-09-17,99.1500015258789,1774.800048828125,13588.5703125,1465.4200439453125,1.847000002861023,14.670000076293945
2243700,6482400,532480,316900,17405200,82981875,3425744,1259000,5272900,2477500,7584000,4473800,6600300,3774600,10950100,2012-09-18,96.70999908447266,1766.300048828125,13552.330078125,1461.18994140625,1.7999999523162842,14.510000228881836
2028500,4113500,433940,834800,34098000,124396528,3256030,1717600,3979900,2723500,5734800,4209700,6195400,4477700,16302100,2012-09-19,95.48999786376953,1776.0,13565.41015625,1459.5,1.7910000085830688,13.949999809265137
1932200,4772500,513760,242500,29453800,116731906,3588640,1290000,3981400,2075600,5240000,5467100,5776100,8127000,12238400,2012-09-20,91.7699966430664,1769.0999755859375,13575.169921875,1461.050048828125,1.74399995803833,14.630000114440918
3005000,3358400,603720,921700,48380200,255317419,5467345,1363300,7247700,9547000,13538800,6761500,26628600,29326400,19599100,2012-09-21,92.93000030517578,1785.300048828125,13597.240234375,1460.3399658203125,1.781999945640564,13.9399995803833
1994300,3500600,618540,1288600,20508200,143086320,2398650,1433200,3722000,3037400,6736000,3907400,6443800,5919700,11023700,2012-09-24,93.18000030517578,1762.0999755859375,13577.849609375,1459.760009765625,1.725000023841858,15.0600004196167
1999200,4997000,404560,703200,34472400,243248350,3058101,1210900,4714600,3800400,7381200,4973400,6343300,7047400,14035800,2012-09-25,92.11000061035156,1772.5999755859375,13559.919921875,1456.93994140625,1.6990000009536743,14.1899995803833
1783200,3957000,720720,1151500,27831800,227766537,4029288,1606000,4392000,2612900,10158800,3910900,5562000,3928100,11616500,2012-09-26,90.81999969482422,1762.800048828125,13458.6298828125,1441.5999755859375,1.6390000581741333,15.829999923706055
2641600,3518300,300300,656700,25459600,157833389,3149041,1558400,3840400,2081400,9413600,3860900,4245400,2651100,10632700,2012-09-27,90.08000183105469,1752.5999755859375,13413.4697265625,1433.3599853515625,1.6399999856948853,16.3799991607666
2553100,3425500,395720,623900,20652000,111757330,3199913,1446400,9523600,2559500,12552000,5092900,5838100,3350900,12507600,2012-09-28,92.3499984741211,1776.800048828125,13485.8896484375,1447.1300048828125,1.6180000305175781,15.229999542236328
1540200,4195200,252460,497800,22775200,127194978,4769294,1442700,4939800,3900600,6905200,4336200,4424400,3788900,10343500,2012-10-01,92.1500015258789,1766.0,13437.66015625,1440.9000244140625,1.6200000047683716,16.030000686645508
1738300,5697800,229060,752100,25417400,112026334,4634509,920700,5979500,3602300,6208800,3879800,3828700,2791300,9507800,2012-10-02,92.41000366210938,1777.9000244140625,13515.2998046875,1444.989990234375,1.6469999551773071,15.850000381469727
1671300,4046200,212160,540200,20782800,88663090,4943938,923700,6337400,2610300,5033600,3823800,4662900,5109300,10328100,2012-10-03,91.63999938964844,1772.199951171875,13479.2099609375,1446.050048828125,1.621000051498413,15.630000114440918
